Facility_Type,Facility_Number,Facility_Name,Licensee,Facility_Administrator,Facility_Telephone Number,Facility_Address,Facility_City,Facility_State,Facility_Zip,County_Name,Regional_Office,Facility_Capacity,Facility_Status,License_First_Date,Closed_Date
RESIDENTIAL CARE ELDERLY,374603631,SILVER TREE VILLA #2,"ARABSHAHI, MOHAMMAD",MOHAMMAD ARABSHAHI,(760) 735-5157,1542 SILVER TREE LANE,ESCONDIDO,CA,92026,SAN DIEGO,8,6,CLOSED,,6/9/2015
RESIDENTIAL CARE ELDERLY,79200369,SILVER YEARS CARE HOME FOR SENIORS #1,"MAHAWAR CARE, LLC",ROCHE CASTRO,(408) 209-7477,993 OAK GROVE ROAD,CONCORD,CA,94518,CONTRA COSTA,15,6,CLOSED,6/1/2014,2/25/2019
RESIDENTIAL CARE ELDERLY,79200370,SILVER YEARS CARE HOME FOR SENIORS #2,"MAHAWAR CARE, LLC",RAMONA VILLACORTA,(408) 209-7477,1921 WHITMAN ROAD,CONCORD,CA,94518,CONTRA COSTA,15,6,CLOSED,6/1/2014,11/20/2019
RESIDENTIAL CARE ELDERLY,306005652,SILVERADO BREA LLC,SILVERADO BREA LLC; SILVERADO SENIOR LIVING MGT,"KAUTEN, MARIA",(949) 240-7200,149 W LAMBERT RD,BREA,CA,92821,ORANGE,22,70,LICENSED,10/11/2019,
RESIDENTIAL CARE ELDERLY,306005693,SILVERADO SENIOR LIVING- NEWPORT MESA,SILVERADO NEWPORT MESA LLC;SILVERADO SR LVNG MGMT,"LIGHT, ERIN",(949) 240-7200,350 W BAY STREET,COSTA MESA,CA,92627,ORANGE,22,82,PENDING,,
RESIDENTIAL CARE ELDERLY,198320053,SILVERADO SENIOR LIVING-BEACH CITIES,SILVERADO BEACH CITIES LLC;SILVERADO SR LVNG MGMT,"GASPERIAN, DAIZEL",(949) 240-7200,514 N. PROSPECT AVE,REDONDO BEACH,CA,90277,LOS ANGELES,11,120,PENDING,,
RESIDENTIAL CARE ELDERLY,415601073,SILVERADO SENIOR LIVING-BELMONT HILLS,SILVERADO BELMONT HILLS LLC; SILVERADO SR LVNG MGM,"HOLLAND, CHERESE",(949) 240-7200,1301 RALSTON AVE,BELMONT,CA,94002,SAN MATEO,14,112,PENDING,,
RESIDENTIAL CARE ELDERLY,19200938,SILVERADO SENIOR LIVING-BERKELEY,SILVERADO BERKELEY LLC; SILVERADO SR LVNG MGMT INC,"SNEE, ROBERT",(949) 240-7200,2235 SACRAMENTO STREET,BERKELEY,CA,94702,ALAMEDA,15,90,PENDING,,
RESIDENTIAL CARE ELDERLY,198603266,SILVERADO SENIOR LIVING-BEVERLY PLACE,SILVERADO BEVERLY PLACE LLC;SILVERADO SR LVNG MGMT,"RUSSO, JASON",(949) 240-7200,330 N. HAYWORTH AVE,LOS ANGELES,CA,90048,LOS ANGELES,28,256,PENDING,,
RESIDENTIAL CARE ELDERLY,374604254,SILVERADO SENIOR LIVING-ENCINITAS,SILVERADO ENCINITAS LLC;SILVERADO SR LVNG MGMT INC,"GONZALEZ, JEFF",(949) 240-7200,335 SAXONY ROAD,ENCINITAS,CA,92024,SAN DIEGO,8,122,PENDING,,
RESIDENTIAL CARE ELDERLY,374604255,SILVERADO SENIOR LIVING-ESCONDIDO,"SILVERADO ESCONDID, LLC;SILVERADO SR LVNG MGMT INC","FARISH, JOLENE",(760) 737-7900,1500 BORDEN ROAD,ESCONDIDO,CA,92026,SAN DIEGO,8,104,PENDING,,
RESIDENTIAL CARE ELDERLY,306005691,SILVERADO SENIOR LIVING-SAN JUAN CAPISTRANO,"SILVERADO SAN JUAN CAPISTRANO, LLC","BROWN, DEBORAH",(949) 240-0550,30311 CAMINO CAPISTRANO,SAN JUAN CAPISTRANO,CA,92675,ORANGE,22,96,PENDING,,
RESIDENTIAL CARE ELDERLY,198603267,SILVERADO SENIOR LIVING-SIERRA VISTA,SILVERADO SIERRA VISTA LLC; SILVERADO SR LVNG MGMT,"GWINN, VIDA",(949) 240-7200,125 E. SIERRA MADRE AVE,AZUSA,CA,91702,LOS ANGELES,28,87,PENDING,,
RESIDENTIAL CARE ELDERLY,198603268,SILVERADO SENIOR LIVING-THE HUNTINGTON,"SILVERADO HUNTINGTON, LLC; SILVERADO SR. LVNG. MGM","QUIZON, MARIA",(949) 240-7200,1118 N. STONEMAN AVE,ALHAMBRA,CA,91801,LOS ANGELES,28,62,PENDING,,
RESIDENTIAL CARE ELDERLY,306005692,SILVERADO SENIOR LIVING-TUSTIN HACIENDA,"SILVERADO TUSTIN, LLC;SILVERADO SR. LVNG. MGMT INC","MUELLER, ADRIENNE",(714) 832-7900,240 E 3RD STREET,TUSTIN,CA,92780,ORANGE,22,42,PENDING,,
RESIDENTIAL CARE ELDERLY,197608179,SILVERADO SENIOR LIVING - BEACH CITIES,SUBTENANT 514 N PROSPECT; SILVERADO SR LVG MGT,DAIZEL GASPERIAN,(310) 896-3100,514 N PROSPECT AVE,REDONDO BEACH,CA,90277,LOS ANGELES,11,120,LICENSED,11/2/2011,
RESIDENTIAL CARE ELDERLY,415600869,SILVERADO SENIOR LIVING - BELMONT HILLS,SUBTENANT 1301 RALSTON AVE; SILVERADO SR LVG MGT,"HOLLAND, CHERESE",(650) 654-9700,1301 RALSTON AVE,BELMONT,CA,94002,SAN MATEO,14,112,LICENSED,1/10/2013,
RESIDENTIAL CARE ELDERLY,19200709,SILVERADO SENIOR LIVING - BERKELEY,WELLTOWER VICTORY III OPCO; SILVERADO SR LVG MGT,"SNEE, ROBERT E",(510) 841-4844,2235 SACRAMENTO ST,BERKELEY,CA,94702,ALAMEDA,15,90,LICENSED,7/13/2017,
RESIDENTIAL CARE ELDERLY,197608182,SILVERADO SENIOR LIVING - BEVERLY PLACE,SUBTENANT 330 NORTH HAYWORTH; SILVERADO SR LVG MGT,"RUSSO, JASON",(323) 852-9200,330 N HAYWORTH AVE,LOS ANGELES,CA,90048,LOS ANGELES,28,256,LICENSED,6/21/2012,
RESIDENTIAL CARE ELDERLY,197602501,SILVERADO SENIOR LIVING - CALABASAS,SILVERADO SR LVG CALABASAS; SILVERADO SR LVG MGT,SAMMY HASSAN,(818) 222-1000,25100 CALABASAS RD,CALABASAS,CA,91302,LOS ANGELES,31,110,CLOSED,10/15/1999,3/7/2018
RESIDENTIAL CARE ELDERLY,197609117,SILVERADO SENIOR LIVING - CALABASAS,SUBTENANT 25100 CALABASAS RD; SILVERADO SR LVG MGT,"GIUNTO, TAYLOR",(818) 222-1000,25100 CALABASAS RD,CALABASAS,CA,91302,LOS ANGELES,31,110,LICENSED,3/7/2018,
RESIDENTIAL CARE ELDERLY,197609750,SILVERADO SENIOR LIVING - CALABASAS,SILVERADO CALABASAS; SILVERADO SENIOR LIVING MGT,"GIUNTO, TAYLOR",(818) 222-1000,25100 CALABASAS RD,CALABASAS,CA,91302,LOS ANGELES,31,110,PENDING,,
RESIDENTIAL CARE ELDERLY,374603165,SILVERADO SENIOR LIVING - ENCINITAS,SUBTENANT 335 SAXONY RD; SILVERADO SENIOR LVG MGT,"GONZALEZ, JEFF",(760) 753-1245,335 SAXONY RD,ENCINITAS,CA,92024,SAN DIEGO,8,122,LICENSED,3/1/2012,
RESIDENTIAL CARE ELDERLY,374603166,SILVERADO SENIOR LIVING - ESCONDIDO,SUBTENANT 1500 BORDEN RD; SILVERADO SENIOR LVG MGT,"FARISH, JOLENE",(760) 737-7900,1500 BORDEN RD,ESCONDIDO,CA,92026,SAN DIEGO,8,104,LICENSED,3/1/2012,
RESIDENTIAL CARE ELDERLY,306004351,SILVERADO SENIOR LIVING - NEWPORT MESA,SUBTENANT 350 W BAY ST; SILVERADO SENIOR LVG MGT,"LIGHT, ERIN",(949) 631-2212,350 W BAY ST,COSTA MESA,CA,92627,ORANGE,22,82,LICENSED,3/1/2012,
RESIDENTIAL CARE ELDERLY,306004350,SILVERADO SENIOR LIVING - SAN JUAN CAPISTRANO,SUBTENANT 33011 CAMINO CAPIS; SILVERADO SR LVG MGT,"BROWN, DEBORAH",(949) 240-0550,30311 CAMINO CAPISTRANO,SAN JUAN CAPISTRANO,CA,92675,ORANGE,22,96,LICENSED,3/1/2012,
RESIDENTIAL CARE ELDERLY,197608181,SILVERADO SENIOR LIVING - SIERRA VISTA,SUBTENANT 125 W SIERRA MADRE; SILVERADO SR LVG MGT,"GWINN, ALMAVIDA",(626) 812-9777,125 W SIERRA MADRE AVE,AZUSA,CA,91702,LOS ANGELES,28,87,LICENSED,10/24/2011,
RESIDENTIAL CARE ELDERLY,197608180,SILVERADO SENIOR LIVING - THE HUNTINGTON,SUBTENANT 1118 N STONEMAN; SILVERADO SR LVG MGT,"QUIZON, MARIA",(626) 308-9777,1118 N STONEMAN AVE,ALHAMBRA,CA,91801,LOS ANGELES,28,62,LICENSED,10/24/2011,
RESIDENTIAL CARE ELDERLY,306004349,SILVERADO SENIOR LIVING - TUSTIN HACIENDA,SILVERADO SENIOR TUSTIN HACIENDA,"MUELLER, ADRIENNE",(714) 832-7900,240 E 3RD ST,TUSTIN,CA,92780,ORANGE,22,42,LICENSED,3/1/2012,
RESIDENTIAL CARE ELDERLY,366425833,SILVERCARE HOMES,"SILVERCARE HOMES, INC.",ROLANDO/ZENAIDA SERQUINIA,(909) 796-1223,25117 LAWTON AVENUE,LOMA LINDA,CA,92354,SAN BERNARDINO,18,6,LICENSED,6/29/2015,
RESIDENTIAL CARE ELDERLY,366410676,SILVERCARE HOMES RESIDENTIAL BOARD AND CARE,"SERQUINIA, ROLANDO & ZENAIDA","SERQUINIA, RONANDO",(909) 796-1223,25117 LAWTON AVE,LOMA LINDA,CA,92354,SAN BERNARDINO,18,6,CLOSED,7/27/2005,6/29/2015
RESIDENTIAL CARE ELDERLY,374602294,SILVERCREEK HOME CARE,MARIE A. LEBODA,MARIA LEBODA,(619) 464-3479,6530 BOON LAKE AVE,SAN DIEGO,CA,92119,SAN DIEGO,8,6,LICENSED,12/22/2005,
RESIDENTIAL CARE ELDERLY,374600900,SILVERCREST GUEST HOME,"PADILLA, JOSEPHINE I.",JOSEPHINE I. PADILLA,(619) 475-6459,8236 WATERVIEW COURT,SPRING VALLEY,CA,91977,SAN DIEGO,8,6,LICENSED,3/8/2000,
RESIDENTIAL CARE ELDERLY,370804404,SILVERCREST GUEST HOME,"PELINA, AMALIA","PELINA, AMALIA",(619) 442-3957,960 GROSSMONT AVENUE,EL CAJON,CA,92020,SAN DIEGO,8,15,LICENSED,12/29/1993,
RESIDENTIAL CARE ELDERLY,155801229,SILVERCREST MANOR,"HUSSAIN, BARKET","VAN NESS, BLAKE",(661) 363-5215,902 BRENTWOOD DRIVE,BAKERSFIELD,CA,93306,KERN,24,11,CLOSED,11/16/2004,10/17/2019
RESIDENTIAL CARE ELDERLY,374600907,SILVERGATE FALLBROOK RETIREMENT RESIDENCE,"AMERICARE HEALTH & RETIREMENT INC.,",PATRICIA A MARTINEZ,(760) 728-8880,420 ELBROOK DRIVE,FALLBROOK,CA,92028,SAN DIEGO,8,145,LICENSED,2/18/2000,
RESIDENTIAL CARE ELDERLY,374600026,SILVERGATE SAN MARCOS RETIREMENT RESIDENCE,"AMERICARE HEALTH & RETIREMENT, INC. A CALIF. CORP.",JOAN RINK-CARROLL,(760) 744-4484,1550/1560 SECURITY PLACE,SAN MARCOS,CA,92078,SAN DIEGO,8,160,LICENSED,5/26/1994,
RESIDENTIAL CARE ELDERLY,157201417,SILVERLAKE HOME,SILVERLAKE HOME,"NAWWAH, WAHSAY",(661) 587-6336,3303 SILVERLAKE DRIVE,BAKERSFIELD,CA,93312,KERN,24,4,LICENSED,1/3/2002,
RESIDENTIAL CARE ELDERLY,374604175,SILVERTOPS HOME CARE,MJCA HOMES LLC,"ESTILLER, MARY JANE",(619) 502-1146,1541 S ESCONDIDO BLVD,ESCONDIDO,CA,92025,SAN DIEGO,8,5,LICENSED,8/5/2019,
RESIDENTIAL CARE ELDERLY,336410303,SIMCARE HOMES LLC,SIMCARE HOMES LLC,PERLITA SIMAN,(951) 780-3200,155 BRACEBRIDGE ROAD,RIVERSIDE,CA,92506,RIVERSIDE,18,6,LICENSED,9/14/2005,
RESIDENTIAL CARE ELDERLY,565801871,"SIMI HILLS HOME CARE CENTER, LLC","SIMI HILLS HOME CARE CENTER, LLC",LIDIA MEDINA,(818) 577-8231,2062 VERA COURT,SIMI VALLEY,CA,93063,VENTURA,31,6,LICENSED,10/7/2013,
RESIDENTIAL CARE ELDERLY,565801350,SIMI HOME,RODOLFO S. GARABATO,SAMPAGUITA GARABATO,(805) 584-2592,4015 E. PEORIA AVENUE,SIMI VALLEY,CA,93063,VENTURA,31,6,CLOSED,4/28/2006,5/1/2019
RESIDENTIAL CARE ELDERLY,567609908,SIMI HOME,SIMI HOME,"WEST, MARLEY",(805) 584-2592,4015 PEORIA AVENUE,SIMI VALLEY,CA,93063,VENTURA,31,6,PENDING,,
RESIDENTIAL CARE ELDERLY,565800405,SIMI VALLEY RESIDENTIAL CARE I,"MENDEZ, MARIA L.",ALVIN RAMIN,(805) 527-1190,2585 LOWELL COURT,SIMI VALLEY,CA,93065,VENTURA,31,6,LICENSED,9/18/1998,
RESIDENTIAL CARE ELDERLY,565800045,SIMI VALLEY RESIDENTIAL CARE II,"MENDEZ, WALTER & MARIA L.",WALTER & MARIA MENDEZ,(805) 522-9129,713 ERRINGER RD.,SIMI VALLEY,CA,93065,VENTURA,31,6,LICENSED,10/24/1994,
RESIDENTIAL CARE ELDERLY,565800113,SIMI VALLEY RESIDENTIAL CARE III,"MENDEZ, WALTER & MARIA L.",WALTER AND MARIA MENDEZ,(805) 522-7274,2522 GRAYSTONE PLACE,SIMI VALLEY,CA,93065,VENTURA,31,6,LICENSED,10/25/1995,
RESIDENTIAL CARE ELDERLY,565800417,SIMI VALLEY RESIDENTIAL CARE IV,"MENDEZ, WALTER & MARIA L.",MARIA MENDEZ,(805) 583-3182,2378 E. KENTFIELD STREET,SIMI VALLEY,CA,93065,VENTURA,31,6,LICENSED,10/19/1998,
RESIDENTIAL CARE ELDERLY,565800527,SIMI VALLEY RESIDENTIAL CARE V,"MENDEZ, WALTER & MARIA L.",MARIA MENDEZ,(805) 581-9096,1176 BRYSON AVENUE,SIMI VALLEY,CA,93065,VENTURA,31,6,LICENSED,3/13/2000,
RESIDENTIAL CARE ELDERLY,565801108,SIMI VALLEY RESIDENTIAL CARE VI,"MENDEZ FAMILY INN, LLC",MARIA MENDEZ,(805) 217-5284,1391 MELLOW LANE,SIMI VALLEY,CA,93065,VENTURA,31,6,LICENSED,4/7/2004,
RESIDENTIAL CARE ELDERLY,198204374,SIMLA VILLAS INC.,SIMLA VILLAS INC.,SIMLA MEHTA,(562) 804-3603,16623 ARDMORE AVENUE,BELLFLOWER,CA,90706,LOS ANGELES,28,15,LICENSED,9/9/2004,
RESIDENTIAL CARE ELDERLY,198204545,"SIMLA VILLAS, REDONDO BEACH","SIMLA VILLAS, INC.",SIMLA MEHTA,(310) 483-6964,2805 ROBINSON STREET,REDONDO BEACH,CA,90278,LOS ANGELES,11,6,LICENSED,10/26/2005,
RESIDENTIAL CARE ELDERLY,336409000,SIMONE'S BOARD & CARE,SIMONA MOISA,WILFREDO VALENZUELA,(951) 736-6925,995 BOUQUET CIRCLE,CORONA,CA,92881,RIVERSIDE,18,6,CLOSED,12/20/2004,6/17/2015
RESIDENTIAL CARE ELDERLY,415600824,SIMPLE LIVING 2 RESIDENTIAL CAREHOME FOR ELDERLY,"QUE, MARY JANE Q. & MICHAEL D.","QUE, MARY JANE Q.",(650) 315-2234,1700 SOUTH NORFOLK STREET,SAN MATEO,CA,94403,SAN MATEO,14,6,CLOSED,2/24/2011,12/31/2016
RESIDENTIAL CARE ELDERLY,347005143,SIMPLICITY ELDERLY LIVING,"A.I. LUP ENTERPRISES, LLC.",ADINA CIRIC,(916) 900-4071,320 BOWMAN AVENUE,SACRAMENTO,CA,95833,SACRAMENTO,27,6,CLOSED,1/8/2013,5/30/2017
RESIDENTIAL CARE ELDERLY,347005724,SIMPLICITY ELDERLY LIVING,CAPSTONE HOME SERVICES LLC,"CIRIC, NATHAN",(916) 343-6022,320 BOWMAN AVENUE,SACRAMENTO,CA,95833,SACRAMENTO,27,6,LICENSED,5/30/2017,
RESIDENTIAL CARE ELDERLY,157208789,SIMPLY CARING ANGELS LLC,SIMPLY CARING ANGELS LLC,ANA LIZA P ARATEA,(760) 793-2307,608 WEST WASP AVENUE,RIDGECREST,CA,93555,KERN,24,6,LICENSED,10/12/2017,
RESIDENTIAL CARE ELDERLY,198602948,SINCERITY HOMES LLC I,SINCERITY HOMES LLC,"GRANETA, NORMA",(626) 494-2899,2900 DE FOREST AVE,LONG BEACH,CA,90806,LOS ANGELES,28,6,CLOSED,,2/15/2019
RESIDENTIAL CARE ELDERLY,198602947,SINCERITY HOMES LLC II,SINCERITY HOMES LLC,"ESPEJO, LEONARD",(626) 494-2844,2910 DE FOREST AVE,LONG BEACH,CA,90806,LOS ANGELES,28,6,CLOSED,,2/15/2019
RESIDENTIAL CARE ELDERLY,405801962,SINGLETREE CARING HANDS,"CARING FAMILY HOMES, LLC",HEATHER WHITE,(562) 607-9028,1789 SINGLETREE COURT,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,29,6,LICENSED,3/11/2015,
RESIDENTIAL CARE ELDERLY,475002711,SISKIYOU SPRINGS SENIOR LIVING COMMUNITY,EP OPERATION YREKA;AVALON SR LVG-YREKA,"BRAUER, ELAINE",(801) 325-0124,351 BRUCE STREET,YREKA,CA,96097,SISKIYOU,25,85,LICENSED,12/20/2019,
RESIDENTIAL CARE ELDERLY,502700748,SISTERS ASSISTED LIVING,SISTERS INDEPENDENT LIVING AND ASSISTED LIVING LLC,"FOMBY, KAREN",(510) 990-1683,1006 DURANT STREET,MODESTO,CA,95350,STANISLAUS,27,4,PENDING,,
RESIDENTIAL CARE ELDERLY,75601016,SIVILAY ELDERLY HOME CARE,"TEMPLE, NOUPANE S.","TEMPLE, NOUPANE",(925) 709-0956,2242 MT. WHITNEY DRIVE,PITTSBURG,CA,94565,CONTRA COSTA,15,6,LICENSED,12/6/2004,
RESIDENTIAL CARE ELDERLY,197609055,SK MARATHON HOME CARE,SK MARATHON HOME CARE,"KIM, SUN IL",(818) 912-6757,7246 FALLBROOK AVE,WEST HILLS,CA,91307,LOS ANGELES,31,6,LICENSED,10/4/2016,
RESIDENTIAL CARE ELDERLY,197609909,SKY LIGHT RESIDENTIAL CARE,SKY LIGHT RESIDENTIAL CARE INC,"PODRUMYAN, MARO",(818) 945-8301,19856 MAYALL STREET,CHATSWORTH,CA,91311,LOS ANGELES,31,6,LICENSED,12/30/2019,
RESIDENTIAL CARE ELDERLY,347003429,SKY PARK GARDENS,"SKYPARK GARDENS, LLC (MANAGEMENT)",SHERRY RICHARDSON,(916) 422-5650,5510 SKY PARKWAY,SACRAMENTO,CA,95823,SACRAMENTO,27,144,LICENSED,4/26/2006,
RESIDENTIAL CARE ELDERLY,347004161,SKY SENIOR CARE,"MONSAC, LLC",KHALIUN GANSUKH,(916) 978-0888,3700 EASTERN AVENUE,SACRAMENTO,CA,95821,SACRAMENTO,27,6,CLOSED,1/30/2009,9/26/2017
RESIDENTIAL CARE ELDERLY,342700589,SKYE LUIS CARE HOME,5M CARE LLC,"RODRIQUEZ, ANNIE LYN",(916) 914-5119,8705 GREAT CT,SACRAMENTO,CA,95624,SACRAMENTO,27,6,LICENSED,6/24/2019,
RESIDENTIAL CARE ELDERLY,197607422,SKYHILL LIVING-VICTORY,"SKYHILL LIVING, INC.",ANA DOWLING,(818) 414-2689,3919 VICTORY BLVD.,BURBANK,CA,91506,LOS ANGELES,31,6,CLOSED,4/21/2008,10/5/2015
RESIDENTIAL CARE ELDERLY,197608910,SKYHILL QUALITY LIVING,SKYHILL QUALITY LIVING INC,"ARUTYUNYAN, TINA",(818) 970-9586,3939 W VICTORY BLVD,BURBANK,CA,91505,LOS ANGELES,28,6,LICENSED,10/5/2015,
RESIDENTIAL CARE ELDERLY,197609098,SKYHILL QUALITY LIVING #2,SKYHILL QUALITY LIVING INC,"ARUTYUNYAN, TINA",(818) 970-9586,626 N LAMER ST,BURBANK,CA,91506,LOS ANGELES,28,6,LICENSED,3/30/2017,
RESIDENTIAL CARE ELDERLY,557000460,SKYLINE PLACE,SONORA RETIREMENT CENTER INC/ MILESTONE RETIREMENT,OLE LINDBO,(209) 588-0373,12877 SYLVA LANE,SONORA,CA,95370,TUOLUMNE,27,135,CLOSED,12/13/1995,2/13/2015
RESIDENTIAL CARE ELDERLY,557005532,SKYLINE PLACE SENIOR LIVING,"MR CA GP, SKYLINE PLACE OPS; MILESTONE RETIREMENT","SWARTS, TIFFANY",(209) 588-0373,12877 SYLVA LN,SONORA,CA,95370,TUOLUMNE,27,135,LICENSED,2/13/2015,
RESIDENTIAL CARE ELDERLY,366413082,SKYLINE VILLA,VIEWLINE VILLA INC,YOLANDA ALKAWASS,(760) 240-0730,20276 MAJESTIC DRIVE,APPLE VALLEY,CA,92308,SAN BERNARDINO,18,8,CLOSED,8/30/2007,4/12/2018
RESIDENTIAL CARE ELDERLY,361800227,SKYLINE VILLA,YOLANDA ALKAWASS,"ALKWASS, YOLANDA",(760) 240-0730,20276 MAJESTIC DR,APPLE VALLEY,CA,92308,SAN BERNARDINO,18,8,LICENSED,4/13/2018,
RESIDENTIAL CARE ELDERLY,361880591,SKYLINE VILLA II,"ALKAWASS, YOLANDA","ALKAWASS, YOLANDA",(760) 403-2604,13757 CHATEAU CT,APPLE VALLEY,CA,92307,SAN BERNARDINO,18,6,LICENSED,5/30/2019,
RESIDENTIAL CARE ELDERLY,197608123,SKYLINK VISTA,CLEMENTS CF LLC,"ROMAN, ELSA",(562) 354-6612,3310 CLARK AVE,LONG BEACH,CA,90808,LOS ANGELES,28,6,CLOSED,6/17/2011,7/25/2017
RESIDENTIAL CARE ELDERLY,317001281,SKYRIDGE ESTATE,"MERVA, LARISA","MERVA, LARISA",(530) 887-5410,201 N. MCDANIEL DRIVE,AUBURN,CA,95603,PLACER,27,6,CLOSED,9/16/1999,12/11/2019
RESIDENTIAL CARE ELDERLY,374603744,SKYVIEW GARDENS,"VIEWS SENIOR LIVING MANAGEMENT CORP, THE","WERY, TERRY ANN",(858) 335-0916,14215 MIDLAND ROAD,POWAY,CA,92064,SAN DIEGO,8,15,LICENSED,5/24/2017,
RESIDENTIAL CARE ELDERLY,197601744,SKYVIEW VILLA,CHRISTOPHER MORALES,CHRISTOPHE MORALES,(626) 794-2408,1971 SKYVIEW DRIVE,ALTADENA,CA,91001,LOS ANGELES,31,6,CLOSED,5/18/1998,1/8/2018
RESIDENTIAL CARE ELDERLY,496803576,SLEEPY HOLLOW ASSISTED LIVING,"ALCONES, ARTHUR",ARTHUR ALCONES,(707) 953-2161,3707 SLEEPY HOLLOW DRIVE,SANTA ROSA,CA,95404,SONOMA,21,6,LICENSED,10/2/2015,
RESIDENTIAL CARE ELDERLY,496801193,SLEEPY HOLLOW CARE HOME,"SLEEPY HOLLOW CARE HOME, LLC","CUSCHIERI, CRISTINA",(707) 623-9439,3707 SLEEPY HOLLOW DRIVE,SANTA ROSA,CA,95404,SONOMA,21,6,CLOSED,12/16/2002,10/2/2015
RESIDENTIAL CARE ELDERLY,336413244,SLEEPY HOLLOW ELDERLY HOME CARE,"SLEEPY HOLLOW ELDERLY HOME CARE, INC.",MARILOU PANALIGAN,(951) 332-0171,7750 BOLERO DR,RIVERSIDE,CA,92509,RIVERSIDE,18,6,CLOSED,6/21/2007,12/17/2019
RESIDENTIAL CARE ELDERLY,216803814,SLEEPY HOLLOW VILLA,NORTHERN CALIFORNIA SENIOR CARE LLC,"RUIZ, ERIC",(415) 460-0999,2 LEGEND RD,SAN ANSELMO,CA,94960,MARIN,21,6,LICENSED,3/15/2019,
RESIDENTIAL CARE ELDERLY,198601960,SM GUEST HOME,SUSANA MENDOZA,SUSANA MENDOZA,(310) 710-9852,23223 PRYOR PLACE,HARBOR CITY,CA,90710,LOS ANGELES,11,6,CLOSED,,6/19/2017
RESIDENTIAL CARE ELDERLY,79200927,SMG RESIDENTIAL CARE INC,SMG RESIDENTIAL CARE INC,"CONZALEZ, EMERITO R",(925) 209-0791,2833 FORTUNA COURT,ANTIOCH,CA,94509,CONTRA COSTA,15,6,LICENSED,11/6/2019,
RESIDENTIAL CARE ELDERLY,347002249,SMILE HOUSE,"YANG, JAE","YANG, MIRA",(916) 682-0501,9173 LUCCHESI DRIVE,SACRAMENTO,CA,95829,SACRAMENTO,27,6,CLOSED,12/18/2002,6/15/2017
RESIDENTIAL CARE ELDERLY,197607803,SMILEY'S GUEST HOME,ELSIE TATUM,ELSIE TATUM,(323) 755-8997,614-620 1/2 W. 92ND STREET,LOS ANGELES,CA,90044,LOS ANGELES,11,15,CLOSED,4/1/2010,4/7/2019
RESIDENTIAL CARE ELDERLY,331880694,"SMILEY HOME CARE, LLC","SMILEY HOME CARE, LLC","SIMAMORA, BRIGITA",(909) 907-4147,1230 W CYPRESS AVE,REDLANDS,CA,92373,RIVERSIDE,18,6,LICENSED,11/26/2019,
RESIDENTIAL CARE ELDERLY,331880808,"SMILEY HOME CARE, LLC",SAMUEL A SIMAMORA,"SIMAMORA, BRIGITA",(909) 907-4147,1230 W CYPRESS AVE,REDLANDS,CA,92373,RIVERSIDE,18,6,PENDING,,
RESIDENTIAL CARE ELDERLY,19200524,SMILING ANGEL CARE,ANITA RANI,ANITA RANI,(510) 750-7228,7614 CANTERBURY LANE,DUBLIN,CA,94568,ALAMEDA,15,6,CLOSED,10/9/2015,8/25/2016
RESIDENTIAL CARE ELDERLY,197609595,SMITH'S SENIOR CHATEAU,DREW CREW MANAGEMENT INC,"DREW, SHARON",(323) 295-1135,1946 W. 43RD PLACE,LOS ANGELES,CA,91436,LOS ANGELES,31,6,CLOSED,,2/7/2019
RESIDENTIAL CARE ELDERLY,347005085,SMITH COUNTRY HOME,"SMITH, JASON","RILEY, LEA",(916) 226-0210,19 ORACLE COURT,SACRAMENTO,CA,95823,SACRAMENTO,27,6,CLOSED,1/16/2013,1/2/2016
RESIDENTIAL CARE ELDERLY,435200238,SNOW WHITE CARE HOME,"WANG, JAMES","WANG, JAMES",(650) 814-4400,431 MUNDELL WAY,LOS ALTOS,CA,94022,SANTA CLARA,26,6,LICENSED,2/27/1996,
RESIDENTIAL CARE ELDERLY,347002820,"SOARING OAKS, RCFE","FRANCOLIN, LLC",FRANCIS KANG,(916) 683-3366,9525 SOARING OAKS DRIVE,ELK GROVE,CA,95758,SACRAMENTO,27,6,LICENSED,2/28/2005,
RESIDENTIAL CARE ELDERLY,306005206,SOCAL ASSISTED LIVING,MC STERLING CARE INC,"CHENG, CHIN-WEN",(714) 267-4105,8132 STERLING DRIVE,HUNTINGTON BEACH,CA,92646,ORANGE,22,6,LICENSED,12/29/2016,
RESIDENTIAL CARE ELDERLY,306003777,SOFIA HOME,ST. SOFIA CORP.,ROWENA TRINIDAD,(714) 817-7405,1776 S. TIARA STREET,ANAHEIM,CA,92802,ORANGE,22,6,CLOSED,7/23/2007,12/22/2016
RESIDENTIAL CARE ELDERLY,312700303,SOLA GRACIA,SOLA GRACIA LLC,SHERYL PANGAU,(916) 751-8103,1526 CRESTMONT OAK DR,ROSEVILLE,CA,95661,PLACER,27,6,LICENSED,9/27/2018,
RESIDENTIAL CARE ELDERLY,157206753,"SOLACE AT ARGYLE, THE",AEON HEALTHCARE INCORPORATED,"YU, DINKY",(661) 412-8637,3900 ARGYLE COURT,BAKERSFIELD,CA,93313,KERN,24,6,CLOSED,4/15/2014,7/31/2015
